google-link,username,Past Action,Time,Review
https://lh3.googleusercontent.com/a-/ALV-UjUwz-uUfx58JUfqHNIqF1h97Z8Rp_ImZHQNjYU0Hu4qaqpNdI8t=w36-h36-p-rp-mo-ba5-br100,Nabilah Mohd Fadzail,Local Guide · 125 reviews · 306 photos,a week ago,"Craving satisfied..... Sugar Rush! Half of it brought back, oval cookies untouched.... Luckily the icecream ran out of time... If not, I don't know..... …"
https://lh3.googleusercontent.com/a-/ALV-UjUmF0Q60LtQgw7D6bCkmPHDj6f4FVGaC-EZcCanZSSzta099OT_=w36-h36-p-rp-mo-br100,Putri Haris,4 reviews · 2 photos,9 months ago,"order had to wait over an hour because you forgot to make our food. food presentation also ran. taste food again he ran away. for the dessert, I'm not really interested in the chocolate, it's sweet and tastes like Cadbury chocolate. maybe …"
https://lh3.googleusercontent.com/a-/ALV-UjUDConpYFC3jSgr3LJJT2TKqbtbx8KlfwbwfhpYXfaLCtKhy0cJ=w36-h36-p-rp-mo-br100,Alieya Norhaliyati,10 reviews · 4 photos,7 months ago,"I repeat the cake in bowl many times, I actually like that it has chocolate on the top 😅 this cake is honest, the bottom cake is just plain, it's not good, the good thing is the abundant chocolate.. the chocolate tart is delicious.. the rest is just plain... it's okay if you want to repeat it to get rid of chocolate cravings.. …"
https://lh3.googleusercontent.com/a-/ALV-UjVc4LUWp6xiWh-7VU-GnXl3oJvkQAjBychQsK-qmLg9Vw5Dcs1R=w36-h36-p-rp-mo-br100,Suhaimi Mahdi,2 reviews · 2 photos,2 months ago,"The line is crazy slow, 1 person takes 25 minutes for the next customers to enter. Improve the flow a little."
https://lh3.googleusercontent.com/a-/ALV-UjUjJXGrgCsqU0oJsbncyxOtmMcNJPMpfw4adhxAEFyFqAKeYNFI=w36-h36-p-rp-mo-ba4-br100,MoonLight,Local Guide · 41 reviews · 153 photos,a year ago,"It's delicious 😭 I really like to buy dessert here. But as usual there are a lot of people. If so, we would like to suggest to those who are asking for a waiter to take the order so that the person who just wants to take away can choose the …"
https://lh3.googleusercontent.com/a-/ALV-UjUk1ViLvSFbKn0PZNB5vabavM4azMoo6PGU-xtuvYjz3LcWlbM=w36-h36-p-rp-mo-ba4-br100,Sha Reservatur,Local Guide · 96 reviews · 136 photos,6 months ago,"Another person's tongue is different.
It also feels different. …"
https://lh3.googleusercontent.com/a/ACg8ocIRr53nBZG1H0Qcb53Yap5764-ISLFHY80Xmd4QaGfvsenRoQ=w36-h36-p-rp-mo-br100,iffa yasmin,4 reviews · 7 photos,2 months ago,Worth it every dessert for the price! all delicious. Definitely would repeat many times
https://lh3.googleusercontent.com/a/ACg8ocJY0GSWIK4B1JgvNIDtLw219IAucYD5eqTlz_tbt0f6Jq55_w=w36-h36-p-rp-mo-ba3-br100,AZMI SARING,Local Guide · 23 reviews · 71 photos,4 months ago,"Many options of deserts are provided.
Interesting place and easy to find but car parking is hard to find."
https://lh3.googleusercontent.com/a-/ALV-UjUGe8M1P3TFNitq67lcYjj8OzA2MT9mNAs_dCGwn2gVp-mO4-aD=w36-h36-p-rp-mo-ba4-br100,qwetzy,Local Guide · 61 reviews · 186 photos,8 months ago,"It's so sad that there's a menu that's close to the event, we came here because we want that thing 😭 we came from far away just to like dessert but there's no dessert :) we can get cromboloni and feel like there's a long line to like …"
https://lh3.googleusercontent.com/a-/ALV-UjVQk0UO-nsjuNtqataMKtRvM5CydafQioujbBUy2jeFtFsnaxrZ=w36-h36-p-rp-mo-ba4-br100,shazleen nurain,Local Guide · 45 reviews · 146 photos,a year ago,"His dessert has many choices.
It's quite affordable and you'll mostly be blindfolded because all the desserts are beautiful 🤣 …"
https://lh3.googleusercontent.com/a-/ALV-UjUluWerKVn-f9sYPxRrYtE0ByiSgk14MqT8UqCY9OzQFpFCPgG2=w36-h36-p-rp-mo-ba3-br100,Scha A,Local Guide · 26 reviews · 48 photos,a year ago,"Depends on your luck, sometimes a lot of people in this area get regular extensions outside. Sometimes not.
The dessert is sweet for me personally. Like Elysium cake. It really has sweet …"
https://lh3.googleusercontent.com/a/ACg8ocLpqi_dvN783yU3WyIHN3k-R4CnvckPji8WYGRiWKLBkWxYALRU=w36-h36-p-rp-mo-br100,Farra Izwanie,5 reviews · 6 photos,10 months ago,"taste wise too sweet but delicious taste of expensive chocolate. the price is expensive 😆 if you want to come with your best friends, you can share. I won't repeat because it's far away (putrajaya > selayang) and in my opinion if you're …"
https://lh3.googleusercontent.com/a-/ALV-UjWkIHg_mp5TNNVINn7fiMinQfd_vtdTszCJJIDGKL5EvBQ3CJmr=w36-h36-p-rp-mo-ba2-br100,nisa kardry,Local Guide · 7 reviews · 28 photos,8 months ago,"The desserts' lover will like it. For me, just bias. Anyone can try it. If you go during non-peak times, you won't be disappointed if the taste doesn't meet the standards."
https://lh3.googleusercontent.com/a-/ALV-UjX-z1TnEFieDsez3o8lDcGOzmwd_YwhNzfIQUfbZSwfmaPN9rCu=w36-h36-p-rp-mo-ba4-br100,Izzati Izyani Japar,Local Guide · 81 reviews · 40 photos,a year ago,"I like going to this place because the food can be taken away (ready-to-eat), no need to sit down. The price is reasonable, not too cheap but not too expensive. Chocojar I bought for RM18. The chocolate used is of high quality, so chocolate …"
https://lh3.googleusercontent.com/a/ACg8ocIrO66-SG3nPIQg6qIXu7hQChNw-w3ZfmA9mEwDjdQdKdchGA=w36-h36-p-rp-mo-br100,Ica Cacaca,2 reviews · 1 photo,2 weeks ago,"Too lazy to wait, things are over
When I bought at sd hq, the dessert I bought was not enough, when I got home I noticed there were no soft cookies …"
https://lh3.googleusercontent.com/a/ACg8ocLEFq6JSdJk1zs7fXqwXZSIcm07X59Yn5rosUO0HaV97Dll2nxE=w36-h36-p-rp-mo-ba2-br100,lynn hashim,Local Guide · 26 reviews · 4 photos,a year ago,"I have come 10 times, everything is okay.. the waiting time is long if you want to come eat.
The only issue is the payment chapter, it's a bit annoying.. when you take the …"
https://lh3.googleusercontent.com/a/ACg8ocJmAzWHytz5-Fqj1MzenVTAj_8-Us5lDBw1ANhMwK8JfaJzxj4=w36-h36-p-rp-mo-ba4-br100,Jo Jo,Local Guide · 82 reviews · 18 photos,2 months ago,"Since the virus is coming, it must be a long time.  The whites of the eyes go far, end up back to empty.  Huhu nway, the food here is really good.  Who doesn't like chocolate?  Hehe"
https://lh3.googleusercontent.com/a-/ALV-UjVOrlaVs2pMszkW_N0eFyyqZEVAMfgkM9px3xDYozcPI0-13_0=w36-h36-p-rp-mo-br100,fatinnabilahsr,8 reviews · 33 photos,a year ago,Delicious dessert. I really like Callebaut's dark chocolate sauce and his biscoff sauce because it's not too sweet. Baby pancakes are very tasty. Chocolate n fruit coated marshmallows are delicious. His savory food is not bad. Alhamdulillah …
https://lh3.googleusercontent.com/a/ACg8ocJU9dDseTbyWsGzhJcTmkFbIBqU6b2xap8uTketZSOJ-bpHsA=w36-h36-p-rp-mo-br100,Ika Amran,6 reviews · 4 photos,9 months ago,"First time coming from Melaka because I really want to taste cake in a bowl. Queuing for take away for almost 1 hour to get an order. In my personal opinion, the chocolate on the cake is too sweet. Bucket cookies are ok, they taste good. …"
https://lh3.googleusercontent.com/a-/ALV-UjVuXhkfAt7kfG4W9OQTrZkfDZGin2Rw32URfBJUZ9z9Jgakn0pj=w36-h36-p-rp-mo-ba5-br100,Abdul Hakim,Local Guide · 132 reviews · 509 photos,5 months ago,"DELICIOUS! But, very sweet. Buying every day is not good, if you want to try once in a while, it's okay."
https://lh3.googleusercontent.com/a-/ALV-UjV1-_HUJ7FEyJCuOyTitLvOleesgymanP1np-ujcl4RH9VWHhM=w36-h36-p-rp-mo-br100,amalina rosman,10 reviews · 3 photos,8 months ago,"first time came excited to try food and dessert, but a lot of food ran out. when you try dessert, it's normal. order water brown sugar mintk matcha add-on boba but the milk tea that you get boba and match is crazy sweet. I asked the staff to say sorry, that's why I'm sorry. overall less satisfactory"
https://lh3.googleusercontent.com/a-/ALV-UjXXSGH9yJpqAe18PMyIcJtHEt8Xc_lqVm29CMPvEwVz3LDyjmVA=w36-h36-p-rp-mo-br100,Raudhah Norazman,1 review,2 months ago,"If you want to eat sweets, it's okay, it's good, but if you order heavy food, it's overpriced and not tasty at all, order fried fish fried rice, it tastes bland and if you don't finish it, the fried rice will be stale by the time you get home. Dry pan noodles are hard. The brown overalls are all delicious"
https://lh3.googleusercontent.com/a/ACg8ocKifmqgt_J_GStgWrU7nVMqtCkdoj8GBB1uN8NvXuCN9qXrZw=w36-h36-p-rp-mo-br100,Farah Fazil,9 reviews · 3 photos,11 months ago,"This is an honest review, you know... I came here for the first time with the hope that there will be parking because my aunty has rented a lot, but it's a bit strange that I didn't come during peak time but all the parking lots are full so …"
https://lh3.googleusercontent.com/a-/ALV-UjXhaQfcQhZolw5v_uclKrct8ZRPGyGRKIJTKpthyCsezIjn9UNl=w36-h36-p-rp-mo-ba4-br100,HYDRO R,Local Guide · 65 reviews · 100 photos,2 years ago,"I have to eat dessert when I come here.
Mac n cheese is not good at all. It tastes like corn flour, like snot …"
https://lh3.googleusercontent.com/a/ACg8ocIDbGOtqURCb3Kx9LS5c8d4-Ss9a4OhIjzyReP0m3tdSU36xw=w36-h36-p-rp-mo-br100,syarafi samsudin,3 reviews · 2 photos,a month ago,said open at 10.00. but at 10.10am it opens again. there are staff seen wandering in and out. Customers have been waiting to start at 9.00am. Haih. Please improve the quality of service. If you can't open at 10. Don't open at 10.
https://lh3.googleusercontent.com/a-/ALV-UjX1EjPSyPlkO1TtU6ZMRaXvG21C3SOfPFAfP74Z_XQElrIC28Nv=w36-h36-p-rp-mo-br100,Fatin Nasuha,6 reviews · 7 photos,11 months ago,"Worth the long haul. Because the food is so good. If you feel like waiting, don't come. Empty pi do it yourself ok. I will repeat again later. Beratok is no problem. It's okay."
https://lh3.googleusercontent.com/a/ACg8ocLbaKtYLWcDhj76I9FOfjQzz8ufsfbHfxqeSICzoeHcHs7Jkg=w36-h36-p-rp-mo-ba3-br100,local person,Local Guide · 31 reviews · 24 photos,6 months ago,very sweet not for me it feels like eating only sugar😭. I don't know how you can swallow it. not worth the price …
https://lh3.googleusercontent.com/a-/ALV-UjVlT3DoJDhPWm9rF5GK3WbLsskYd7oaDAEwmUG4l4KndW2IPc4hLQ=w36-h36-p-rp-mo-br100,Siti Rasyidah,10 reviews,4 months ago,"Overrated. Fried rice ramen pasta doesn't taste good at all. Expensive price. Dessert is worth it, it's delicious. Brownies are hard and not very tasty. I don't understand why you have to queue when the tables inside are mostly empty. At …"
https://lh3.googleusercontent.com/a-/ALV-UjWUZ5aEnKzlf94eVK8jSKX5JMIotqlNebcWo1cBZ99SlQrKBd6v=w36-h36-p-rp-mo-br100,Tajul Hfifi,3 reviews · 1 photo,4 months ago,"It's cake in a bowl or not, I'm in the mood to eat a little, so I put it in the box to eat it cold, it's only been in for 30 minutes. His chocolate went straight on, even though it didn't even go in the freezer. Come out, right, 2 or 3 …"
https://lh3.googleusercontent.com/a/ACg8ocLEn00g9hWh6nPUtWPchXWJVCAtokOap55QXV-OlfNxDCR9=w36-h36-p-rp-mo-ba3-br100,mohd hamri hamzah,Local Guide · 28 reviews · 31 photos,2 months ago,The food is good but waiting in line is the weak point.. there are too many fans
https://lh3.googleusercontent.com/a-/ALV-UjUkxiZ9J3BsILdN38QE04S1F7Jbn4XPCxvA_SoXJl6KJoIgxja3kA=w36-h36-p-rp-mo-ba3-br100,ida_ noor,Local Guide · 38 reviews · 71 photos,3 years ago,"Hey guys! Okay, let's review the dessert shop mentioned here..
■ the ambience is nice, like a dessert cafe, right?
■ crowd not bad, because maybe that's the hyped dessert …"
https://lh3.googleusercontent.com/a-/ALV-UjX4ozuKbX945VHGFSroU0EYIbp3mb_CSwkohgpEJ9dowXqsqCAH=w36-h36-p-rp-mo-br100,Najah Gaffar,6 reviews,4 months ago,The taste of chocolate is premium. But the price is sky high. maybe im not their target market. But the queuing system from entering the store to paying is really bad. Please hire a consultant to review your system because you pay millions in tax. I think it's enough to hire a consultant.
https://lh3.googleusercontent.com/a-/ALV-UjVYt_Jlter2bD7sqHtvaSGTCVhA6xH042UG5cztTJnvxS9A2s8=w36-h36-p-rp-mo-br100,Syafiq Noordin,2 reviews,2 months ago,The food is good... It's just that there was a long queue 2 times because there was no instruction about the payment section and the gifting section of the purchased items... I haven't told you yet that there was a long queue while waiting outside.. 😔 …
https://lh3.googleusercontent.com/a-/ALV-UjU2nW_c9q61hrppZ43MXDGvcBOzcuGR-xyzu52OkPylma7iusqj=w36-h36-p-rp-mo-br100,Asyraf Zainal,8 reviews · 5 photos,a year ago,"Service too slow. I know the shop is viral and many people will come, pls do something to improve the service. Don't you want to tell customers to queue for 2 hours to buy? You can limit online purchases. Then there is a team that manages …"
https://lh3.googleusercontent.com/a-/ALV-UjUA6nXW_xo6UBbTeRjUmSKvr2auo3zSW0BLieWrebYSK7ywjIg=w36-h36-p-rp-mo-ba3-br100,ashraff daud,Local Guide · 48 reviews · 42 photos,a year ago,"Arrival Date
20/1/2024
Time 7.40PM- 8.19PM …"
https://lh3.googleusercontent.com/a-/ALV-UjVLgKpiG-M35983ZKdjO02PSrP8rrJ_6MuPJV9dAddxrE2tqsO9=w36-h36-p-rp-mo-ba4-br100,Suhana,Local Guide · 74 reviews · 55 photos,2 months ago,If chocolate lovers like it... I like it sweet.. So it's ok to go... I think it's expensive chocolate.. But those who don't like chocolate can order other dishes.. Here's spaghetti and fried rice. N others.... …
https://lh3.googleusercontent.com/a-/ALV-UjXMoN4SnomENMLYK7rrIYhgK6rYvV87Kt77zjXCug6DDRgaHsg=w36-h36-p-rp-mo-ba3-br100,Hafifa Kamdi,Local Guide · 18 reviews · 54 photos,a year ago,"There are many dessert options here. The price is a bit pricey and the taste is ok. Better to go on weekdays as there are not many people. If you go on the weekend, there will be a long queue."
https://lh3.googleusercontent.com/a-/ALV-UjUZaR0sWSyWjcDF8hpEJp4ygsP60VQzaAz8pTYrCEfkec8rRRmi=w36-h36-p-rp-mo-ba3-br100,Akhma 1993,Local Guide · 26 reviews · 37 photos,3 weeks ago,"Even if you wait an hour, it's worth it"
https://lh3.googleusercontent.com/a-/ALV-UjUgkLlCw-mSJQlYnFyXXUZX5ICqBBYNPL2aNifG24SFzXq8Yfws=w36-h36-p-rp-mo-ba2-br100,qhairul,Local Guide · 17 reviews · 1 photo,a month ago,"Random eye, the price is a bit harsh but it matches his product, it's delicious until you lick your fingers... it's just a weekend where you're tired of queuing"
https://lh3.googleusercontent.com/a/ACg8ocJu7NZMgQauDf6kWyzd6A0WGg29U8tE_zOSsA9A1C5w-f90ozY=w36-h36-p-rp-mo-br100,Nur Fikri,6 reviews · 9 photos,2 months ago,"Come here early, if you're late, queue up but it won't take long, just an hour..."
https://lh3.googleusercontent.com/a-/ALV-UjVEvXzdv8E5mNsMo5i_g9fKSC0L-3Wcka_QxiB8p7gQL4JKQ2XuKw=w36-h36-p-rp-mo-ba4-br100,MAIZATUL NUR,Local Guide · 92 reviews · 102 photos,8 months ago,"Food festival stadium hang jebat. 😂
It's sad to see the food. Croissant shahdu, chocolate water can only be half a cup. The cup is small like a polystyrene cup. 😂 Really sad. The price is expensive 😂 …"
https://lh3.googleusercontent.com/a/ACg8ocIuteeLZtqmAbRlcqR02djtdw7TIiTulPgBYjizepGc2tSQ6CLW=w36-h36-p-rp-mo-ba5-br100,Alisya Afrina,Local Guide · 168 reviews · 511 photos,2 years ago,"Car parking is a bit limited.. but if you ride a motorbike, it's easy to park in front of the store.. the place is always full.. 1 time I walk in and try the oden with spaghetti, the deserts I buy and bring back when I'm done eating.. the dessert is really good.. but I can't eat it all the time broken diet..hahaha"
https://lh3.googleusercontent.com/a-/ALV-UjUNzh5JDlX7YPYU_DsWxw1N1WZKI3ynGHwoi7qbiKLjgqduQ1cJ=w36-h36-p-rp-mo-ba5-br100,Donself,Local Guide · 210 reviews · 309 photos,a year ago,"There are many types of deserts here. If you want to buy a wrap, you can, if you want to eat directly here, there is a comfortable dining room with air conditioning. …"
https://lh3.googleusercontent.com/a-/ALV-UjXZXNjY_Ev29zrWtbtKQv4XLA2SAaCDoF8IWdHE6E-xJl4g9Ew=w36-h36-p-rp-mo-br100,Ajrieka Amran,50 reviews · 137 photos,a year ago,"Fun with cust but fast service. Baby pancake, don't wait a long time & go to the counter to pay. Friendly staff"
https://lh3.googleusercontent.com/a/ACg8ocJFUZeATfZBgC1g0Tt9QjMUUFzNdzBy0Obn3KUU7RzamzHJSQ=w36-h36-p-rp-mo-br100,galenicahoney,33 reviews · 2 photos,3 months ago,"Narrow shops, long and long queues.
The order and pay system is confusing and different even for one store. Not organized. …"
https://lh3.googleusercontent.com/a-/ALV-UjXAcSqypWhOxk8z2tAOJHVDZK29ylXCCcumBOHjgLcadaHLCQPa=w36-h36-p-rp-mo-br100,Jazali Mohamad,7 reviews · 6 photos,10 months ago,"To entrepreneurs Love this dessert. I hope this will be resolved in the future. The issue is, the food purchasing system is not systematic, the waiting time is too long and the business space is uncomfortable due to too many customers. I …"
https://lh3.googleusercontent.com/a-/ALV-UjV8iRV_Am5lyzjq0FCG0IzMISwIULjqWQ63o_wcIUlD-w8HSuiGfQ=w36-h36-p-rp-mo-ba2-br100,Nadnod Azizan,Local Guide · 11 reviews · 24 photos,5 months ago,"First time buying because I don't know what the hype is, there are long queues. Now I know why there is a long queue. …"
https://lh3.googleusercontent.com/a/ACg8ocJriFGC8IlbL0m6_8QnieDCfVl57l0RyY9l8YAdzwrD-66plA=w36-h36-p-rp-mo-ba5-br100,zaharudin rohman,Local Guide · 95 reviews · 926 photos,a year ago,Lots of dessert options. There are also heavy meals like fried rice. The price is a bit expensive.
https://lh3.googleusercontent.com/a/ACg8ocJ55YzekgQCUhm6diuh1evlDnLE8eo881hXuRnR_XiJ87QQIw=w36-h36-p-rp-mo-ba2-br100,Liyana Jasmine,Local Guide · 17 reviews · 12 photos,3 months ago,"All the desserts are very, very tasty.. only if the shop can be expanded a little, maybe it will be more comfortable.. you have to be patient if you want to buy desserts near here because you have to queue and fight a bit.. so far the service is not slow, it's just cramped.."
https://lh3.googleusercontent.com/a-/ALV-UjXo-ezz90TunRYA2AuoteRpzRI9laDca-KHK4yS-43sG88j6J-1Cg=w36-h36-p-rp-mo-br100,Zahirah Zainol,7 reviews · 4 photos,6 months ago,"Sustenance that day, don't wait in long lines to dine in. Hi best. You can also takeaway if you dine in, it's soooo easy and you don't have to queue long😆 …"
https://lh3.googleusercontent.com/a/ACg8ocKWz4Oi5J5WaR2fnHnrRfOyA-HwXRuCI2dz2bAEUTjQFlUV3w=w36-h36-p-rp-mo-br100,Norfarahain Nasrudin,3 reviews,2 months ago,Very overrated.. not worth money at all.. it doesn't match the price.. when you put the price high.. people will expect it to taste expensive.. but.. it tastes normal.. oval cookies are just like subway cookies. . I don't know what the chocolate in the bowl is so premium.. just like cadbury chocolate.. if you want to make it raso2..
https://lh3.googleusercontent.com/a-/ALV-UjV7ckDLVNydvY6bwJTLUvS69jWrMi81Gx-gxRRGWzRLFGND7LuF=w36-h36-p-rp-mo-ba2-br100,Katak Hijau,Local Guide · 12 reviews,5 months ago,love love love. Chocoholics must get here! Most like cake in bowl and chocolate coated brownies in the round container. Very very tasty. Please can you include all the event food near the cafe as well.
https://lh3.googleusercontent.com/a-/ALV-UjX5oWJ4hHDeKkOkcYHCMEyNg3cIwe8L55zrz9WD2LPZ5-0PiYcs=w36-h36-p-rp-mo-ba4-br100,Syahindah Shaffie,Local Guide · 57 reviews · 81 photos,9 months ago,The queue is crazy long to get the food... I'm not exaggerating tho... You can see the picture from which store to where you want to get to the door. I like Dessert... Bucket cookies are ok but oval cookies are not for me I guess.. It's normal...
https://lh3.googleusercontent.com/a/ACg8ocLATameQSwRF_MlvY8T3-zk2xbQBKRmHFAZFYXMnlpYJ4g6ww=w36-h36-p-rp-mo-ba4-br100,NA A,Local Guide · 138 reviews · 10 photos,9 months ago,"1. All the food is okay

2. Need to upgrade the service system so that it is more systematic when there …"
https://lh3.googleusercontent.com/a-/ALV-UjX4Xbx3Dh4IKDJSd9JFhy3Fj811lqjQFfqDl9DNtndzbjNwcMd9=w36-h36-p-rp-mo-br100,Muhd Imam,6 reviews · 2 photos,a year ago,"The dessert is really good because I like dessert, a specialist in dessert. Their staff are very friendly and polite. …"
https://lh3.googleusercontent.com/a-/ALV-UjWx28J7814eT1bdXiEMpvqpHHnrJhi9F6ZDde31shfobrbmJw=w36-h36-p-rp-mo-ba5-br100,missarisa06,Local Guide · 271 reviews · 41 photos,3 months ago,"Make sure to line up in the right line, whether it's dine in or take away. Cake in bowl is soooo sweet. The croissant set is delicious, the cookies in the bucket are also worth buying. It's delicious and not very sweet."
https://lh3.googleusercontent.com/a-/ALV-UjXAnoN9_gajBdYudvTI807o_GcJIinGvAD0rdiDgVhbKEoFIjhU=w36-h36-p-rp-mo-br100,Ahmad Azeery Ahamad Yani,3 reviews · 5 photos,3 months ago,"a bit dizzy for the first time coming because the cashiers are left and right but the right is for paying for other things, the left is for paying for other things. after queuing on the left, don't queue on the right. It's easier if there is only 1 counter for everyone."
https://lh3.googleusercontent.com/a/ACg8ocKHbk99igY4bfZ2ecl6102WUjO7pzCHBZnwRh_bJMe2N9PP4w=w36-h36-p-rp-mo-br100,hafiz mhb,7 reviews · 5 photos,7 months ago,The liquid chocolate water is crazy.. the crew gave me old water.. the cookies just taste so bad.. the choc cheese is bland...
https://lh3.googleusercontent.com/a-/ALV-UjVKUJS96VryHXuZPViHnJCpvS8YbKX9CODqyioXhoUqm1lc65y2=w36-h36-p-rp-mo-ba6-br100,Hidayah,"Local Guide · 427 reviews · 1,140 photos",a year ago,"As my housemate said: manih he is light light ✨

Anyone who wants to eat dessert but is looking for something not too sweet, can …"
https://lh3.googleusercontent.com/a-/ALV-UjW_LQ1xN0GoQwbYrXAn9UFW2cFJ6z20jrGW2A7IkNtZRHJiELQ=w36-h36-p-rp-mo-ba2-br100,多元先生-Diversity,Local Guide · 13 reviews · 43 photos,6 months ago,"I just bought it a while ago and there is only a little bit left. Do you think it tastes good? Barulah beli sekejap, dah dimakan oleh semua hampir habis...kamu fikir sedap ke?"
https://lh3.googleusercontent.com/a-/ALV-UjVo3kEK48pDAsO5Qhb8ji_O1ML9QO2wq9-L-iCksZC1jFc6_ubb=w36-h36-p-rp-mo-br100,NurikaZack,2 reviews,a month ago,Best. The staff is okay. Environment okay. If there is a queue.. you have to wait a long time like at the event. In between 15 to 30 minutes only. Look at the length of the lane. Sometimes you can go straight in
https://lh3.googleusercontent.com/a-/ALV-UjUF6k1ngFP72L0Flm8kBCFAhfddfLoLrkJgDt0sd4tfMsGd6rs8lw=w36-h36-p-rp-mo-ba4-br100,Rizuwan,Local Guide · 150 reviews · 170 photos,2 months ago,"The queue at this shop is really long.. at least 40 minutes waiting time.. parking is also limited, if you want to park you can pay for parking in the basement"
https://lh3.googleusercontent.com/a-/ALV-UjUZMdb1_jowmwHMA1NPcCSAIZkG7IZFEmviPq2IlkxWqC1WU0UJ=w36-h36-p-rp-mo-br100,Fikri Ayie,3 reviews,3 months ago,"Bad service, stingy plastic bags & packaging like for chicken to eat.. people packing cookies want to bring them back, they fill so much that they can't close, if you're smart, give them a big container.. give paper bags for biscuits, you'll be lazy.."
https://lh3.googleusercontent.com/a/ACg8ocIJHEAidno_atHLhqHxelE6-AJxDsOY1jaIHfAWbM8NjO-l-Q=w36-h36-p-rp-mo-br100,Lezza Ramly,8 reviews · 3 photos,8 months ago,"Came on Tuesday at 6.45pm, didn't queue and ordered at the counter, parking was in front of the shop. …"
https://lh3.googleusercontent.com/a-/ALV-UjV0cD1qGO_INN7_IVvim_KIoD29HpZO9Lfh_SPXjIqvdokIitR4=w36-h36-p-rp-mo-ba3-br100,Nur Auni Baharum,Local Guide · 20 reviews · 22 photos,4 months ago,"Too sweet for my taste buds
A bit dry and hard, like over baked"
https://lh3.googleusercontent.com/a/ACg8ocKV-UXG-tEGgC1zhDYTOZmCEHTzoIaSvV1m7JObgMFEx-67Jw=w36-h36-p-rp-mo-ba2-br100,Farhani Nor,Local Guide · 19 reviews · 31 photos,4 years ago,"His food.. The price is expensive, the portion is small & small, the taste is normal (a bit salty & the food is cold). For dessert, it's ok and delicious. …"
https://lh3.googleusercontent.com/a/ACg8ocLuyUFwjpe4JIp1G_7R3kXORdIYz6mqO-kTFNw_B9KiyEbrvZI=w36-h36-p-rp-mo-br100,nurul,1 review,7 months ago,"This is the second time to walk in. I prefer the first time because I don't want to queue for a long time outside. This time there was a bit of a long queue, I arrived on Wednesday at 11.30am, then I was able to get in at around 12, almost …"
https://lh3.googleusercontent.com/a-/ALV-UjX3glqnrpQ8wFBnOidVnKq87n_mcvLD04gHXxE5EQ0gs7Nbtj1M=w36-h36-p-rp-mo-br100,Yamma 16,1 review · 4 photos,9 months ago,"Before this, I was diligent about coming for dessert because it was always full house but there was no need to queue. After eating, you can go round again to see another dessert there. But now come before 10am to buy 1 dessert, you have to …"
https://lh3.googleusercontent.com/a-/ALV-UjVS1-sPYZh9kcA2uKkwkCWHWYFMfJNVaERNxjrgRLYjObWYzUUt=w36-h36-p-rp-mo-ba2-br100,nur fatini,Local Guide · 9 reviews · 4 photos,a year ago,"Desserts are all okay and delicious. But the staff is not customer friendly. Not friendly. I want to stare. Except that the new cashier is a little cold. Come from far away, treated like we can't afford to buy anyway. Hahahaha pape thanks owners, all the desserts are really delicious👍 …"
https://lh3.googleusercontent.com/a/ACg8ocIGEkRiGsFhtcBNDXZ_HlguKCTfoNl88de8KdZ4fsYEFdrpvA=w36-h36-p-rp-mo-ba6-br100,Siti Khairunnisa,"Local Guide · 297 reviews · 2,912 photos",a year ago,The atmosphere is relaxed and cozy. It is a chocolate paradise for dessert lovers. The price is affordable too.
https://lh3.googleusercontent.com/a-/ALV-UjWSIMXoVmX8Fhw3NOjDnQMNsjSlbS9UL_Qneta58zlG7i8UiIer=w36-h36-p-rp-mo-ba5-br100,Mohd Ariff,Local Guide · 107 reviews · 57 photos,a month ago,"Manihhh... I don't like eating these sweets. But if other people like it, that's fine. To each their own taste, to each their own money. The cost of medicine is also their own 😄 …"
https://lh3.googleusercontent.com/a-/ALV-UjW6KD-DXpsGZimhHisXFoGMECV5EIFPV4-X6zcUEUdgc97JWqI1=w36-h36-p-rp-mo-ba5-br100,Akram Ifwat,Local Guide · 189 reviews · 498 photos,4 months ago,"Come Sunday.
Lots of queues but quite fast
For the first time coming and never knowing the existence of this shop, it is a …"
https://lh3.googleusercontent.com/a-/ALV-UjXZ7Bo7rJLKQr9hL5rJUzEs-EEco5thihVmvSxPd6CxoRrnphm41w=w36-h36-p-rp-mo-ba4-br100,Syaza Asnyat,Local Guide · 64 reviews · 220 photos,3 years ago,"Brownies are all delicious. The sweetness is enough. Not too sweet. Many options are available. The seating area is also comfortable. Only, the bingsu presentation was not as expected."
https://lh3.googleusercontent.com/a-/ALV-UjUWkZ92zwLPF6ImVqf3Z-NgL8Dx9rzGJIzomuDWz22DkOezmVQ=w36-h36-p-rp-mo-br100,Faris Danial,25 reviews · 37 photos,4 years ago,"I don't know why there is so much hype about this shop unless the interior is beautiful but the food is average and the dessert is not very sweet, which means it is suitable for the elderly. If you like to eat sweets and want to go to this …"
https://lh3.googleusercontent.com/a-/ALV-UjVfa7Y5_0rriPB5BDeTDaDiH6F7ceP8fCQjgeRoWXtrYtes-KmW=w36-h36-p-rp-mo-br100,haikal daniel,1 review,4 months ago,"When whatsapp asks if there are cookies. He replied that there is. When I went, I had to wait over an hour because he said he was just going to bake it. We are not close to going there"
